dataset,python_fit_time_sec,julia_fit_time_sec,python_dbcv,julia_dbcv,same_labels,same_probabilities,python_clusters,julia_clusters,python_noise,julia_noise,experiment,min_cluster_size,min_samples,alpha,cluster_selection_method,dbcv_difference,fit_time_difference
neuroblastoma,0.00464900000224580025459664156529,1.39338099999999998068744844204048,,,False,False,5,4,56,76,chebyshev-10-5,10,5,1.00000000000000000000000000000000,eom,,1.38873199999775409629876321560005
sepsis,0.09892159999799329805902914358740,1.13429230000000003109050794591894,-0.25551168399075641080031573437736,-0.26016769975236969658638486180280,False,False,4,3,455,477,chebyshev-10-5,10,5,1.00000000000000000000000000000000,eom,-0.00465601576161328578606912742543,1.03537070000200670527590318670264
type1diabetes,0.00276280000252879980385256608599,1.98164779999999995929726992471842,,,True,True,0,0,67,67,chebyshev-10-5,10,5,1.00000000000000000000000000000000,eom,,1.97888499999747113911041651590494
circles,0.00896980000106849945096243459375,0.00562710000000000033076874572657,0.74855746322142391324661048201961,0.74855746322142391324661048201961,True,True,2,2,0,0,chebyshev-15-5,15,5,1.00000000000000000000000000000000,eom,0.00000000000000000000000000000000,-0.00334270000106849912019368886718
moons,0.00688200000149659981557581645006,0.00565240000000000013258283360074,0.90199760167693954215906160243321,0.90199760167693954215906160243321,True,True,2,2,0,0,chebyshev-15-5,15,5,1.00000000000000000000000000000000,eom,0.00000000000000000000000000000000,-0.00122960000149659968299298284933
varied,0.00633679999737059990172483026072,0.00362390000000000021135315719789,0.51547607840590203842623395757983,0.51547607840590203842623395757983,True,True,3,3,50,50,chebyshev-15-5,15,5,1.00000000000000000000000000000000,eom,0.00000000000000000000000000000000,-0.00271289999737059969037167306283
aniso,0.00668560000121940032485889915392,3.25410980000000016332251107087359,0.63894839487365029384591252892278,0.64035331144807661196693970850902,False,False,3,3,12,11,chebyshev-15-5,15,5,1.00000000000000000000000000000000,eom,0.00140491657442631812102717958624,3.24742419999878073610943829407915
blobs,0.00563330000295530000653521085496,0.00701569999999999971418418454050,0.85737894909254408482013332104543,0.85737894909254408482013332104543,True,True,2,2,6,6,chebyshev-15-5,15,5,1.00000000000000000000000000000000,eom,0.00000000000000000000000000000000,0.00138239999704469970764897368554
no_structure,0.00640650000059389979761848010753,0.00332570000000000001033617635926,-0.04528676424858842780585277409955,-0.15379709343338848759330517168564,False,False,3,3,79,79,chebyshev-15-5,15,5,1.00000000000000000000000000000000,eom,-0.10851032918480005284855849367887,-0.00308080000059389978728230374827
heartfailure,0.01045379999777650004144646800341,0.82879159999999996166764049121412,0.63505950109637898659542543100542,0.68944770779443076413883773057023,False,False,4,4,37,37,chebyshev-15-5,15,5,1.00000000000000000000000000000000,eom,0.05438820669805177754341229956481,0.81833780000222344774840621539624
cardiacarrest,0.00687390000166479987059320322373,0.60414619999999996657891188078793,,,False,False,5,3,293,295,chebyshev-15-5,15,5,1.00000000000000000000000000000000,eom,,0.59727229999833519880070298313512
neuroblastoma,0.00304700000197040020075145427825,0.57059340000000002834923407135648,,0.27116611460285566792549616366159,False,False,4,3,48,89,chebyshev-15-5,15,5,1.00000000000000000000000000000000,eom,,0.56754639999802958261199137268704
sepsis,0.05947089999972370033543000999998,0.62169160000000001087272494260105,-0.26709634865050702057232001607190,-0.26430595692661268403256258352485,False,False,2,2,482,491,chebyshev-15-5,15,5,1.00000000000000000000000000000000,eom,0.00279039172389433653975743254705,0.56222070000027635217065835604444
type1diabetes,0.00231090000306719998632298818109,1.22887959999999996085762177244760,,,True,True,0,0,67,67,chebyshev-15-5,15,5,1.00000000000000000000000000000000,eom,,1.22656869999693274309038315550424
circles,0.00707310000143470014866142747678,0.01728390000000000134572353260864,0.72490733719125222123125240614172,0.72490733719125222123125240614172,True,True,2,2,7,7,chebyshev-25-15,25,15,1.00000000000000000000000000000000,eom,0.00000000000000000000000000000000,0.01021079999856530119706210513186
moons,0.00609570000233360023006445871374,0.00477680000000000031662450439285,0.90199760167693954215906160243321,0.90199760167693954215906160243321,True,True,2,2,0,0,chebyshev-25-15,25,15,1.00000000000000000000000000000000,eom,0.00000000000000000000000000000000,-0.00131890000233359991343995432089
varied,0.00640260000000120003960102366136,0.00381830000000000016613377340491,0.73981583301240538830256809887942,0.73863864801729683939868209563429,False,False,3,3,74,75,chebyshev-25-15,25,15,1.00000000000000000000000000000000,eom,-0.00117718499510854890388600324513,-0.00258430000000119987346725025645
aniso,0.00652519999857749995880729088071,3.25263159999999995619646142586134,0.68869516566220523312580326091847,0.68869516566220523312580326091847,True,True,3,3,76,76,chebyshev-25-15,25,15,1.00000000000000000000000000000000,eom,0.00000000000000000000000000000000,3.24610640000142236516467164619826
blobs,0.00667840000096469980916946695970,0.00365149999999999979802267624507,0.85256944218582375594195355006377,0.85244259027613578094673130181036,False,False,2,2,9,9,chebyshev-25-15,25,15,1.00000000000000000000000000000000,eom,-0.00012685190968797499522224825341,-0.00302690000096470001114679071463
no_structure,0.00704409999889319977245394355236,0.00385089999999999998275823642757,0.10012810124522521226797522331253,0.10012810124522521226797522331253,True,True,2,2,210,210,chebyshev-25-15,25,15,1.00000000000000000000000000000000,eom,0.00000000000000000000000000000000,-0.00319319999889319978969570712479
heartfailure,0.01132480000160280067533768999510,0.80846640000000002945768073914223,0.76141368734485248559451520122821,0.64311995273754274382582707403344,False,False,3,3,55,57,chebyshev-25-15,25,15,1.00000000000000000000000000000000,eom,-0.11829373460730974176868812719476,0.79714159999839717674063876984292
cardiacarrest,0.00724339999942449994790871770078,0.55884990000000001053592768585077,,,False,False,0,2,422,357,chebyshev-25-15,25,15,1.00000000000000000000000000000000,eom,,0.55160650000057553921095632176730
neuroblastoma,0.00255069999911929990235592846659,1.17351329999999998143778157100314,,,True,True,0,0,169,169,chebyshev-25-15,25,15,1.00000000000000000000000000000000,eom,,1.17096260000088059349820923671359
sepsis,0.06357019999995819348193037967576,0.71432510000000004612985549101722,0.03322864969206888036135083552836,0.07487946367278848491810805398927,False,True,2,2,1081,1081,chebyshev-25-15,25,15,1.00000000000000000000000000000000,eom,0.04165081398071960455675721846092,0.65075490000004188040350072697038
type1diabetes,0.00184380000064259994517479324116,0.60606110000000001925002379721263,,,True,True,0,0,67,67,chebyshev-25-15,25,15,1.00000000000000000000000000000000,eom,,0.60421729999935747112971284877858
circles,0.00684399999954620006509253826721,0.00648440000000000040664138722946,,,True,True,0,0,500,500,chebyshev-100-25,100,25,1.00000000000000000000000000000000,eom,,-0.00035959999954619965845115103775
moons,0.00667899999825740005310326097288,0.00558390000000000014807044479426,0.88639818937257586206612813839456,0.88639818937257586206612813839456,True,True,2,2,9,9,chebyshev-100-25,100,25,1.00000000000000000000000000000000,eom,0.00000000000000000000000000000000,-0.00109509999825739990503281617862
varied,0.00649770000018169962413550067026,0.00654069999999999998618882557366,0.77194593831629665370286375036812,0.77166960454504740507530868853792,False,False,2,2,72,72,chebyshev-100-25,100,25,1.00000000000000000000000000000000,eom,-0.00027633377124924862755506183021,0.00004299999981830036205332490340
aniso,0.00651540000035309967846286482995,4.80209490000000016607373254373670,0.73746003435640716805465899597039,0.73746003435640716805465899597039,True,True,2,2,30,30,chebyshev-100-25,100,25,1.00000000000000000000000000000000,eom,0.00000000000000000000000000000000,4.79557949999964705511956708505750
blobs,0.00900620000174959939309715650779,0.00579059999999999991393551113106,0.83918730568406030290162789242459,0.83906239177912145255078257832793,False,False,2,2,17,17,chebyshev-100-25,100,25,1.00000000000000000000000000000000,eom,-0.00012491390493885035084531409666,-0.00321560000174959947916164537673
no_structure,0.00639570000203089957663271647448,0.00926519999999999947781770259780,,,True,True,0,0,500,500,chebyshev-100-25,100,25,1.00000000000000000000000000000000,eom,,0.00286949999796909990118498612333
heartfailure,0.01196410000193279948854652161572,1.34702079999999990711501141049666,0.61740096818043732618264129996533,0.61740096818043732618264129996533,True,True,2,2,96,96,chebyshev-100-25,100,25,1.00000000000000000000000000000000,eom,0.00000000000000000000000000000000,1.33505669999806708680978317715926
cardiacarrest,0.00810419999834260072757441406566,0.92159210000000002516173935873667,,,True,True,0,0,422,422,chebyshev-100-25,100,25,1.00000000000000000000000000000000,eom,,0.91348790000165747127169879604480
neuroblastoma,0.00266510000074040003664732623179,1.88444549999999999556621332885697,,,True,True,0,0,169,169,chebyshev-100-25,100,25,1.00000000000000000000000000000000,eom,,1.88178039999925950098713656188920
sepsis,0.06493609999961330592199715283641,1.05319539999999989277057466097176,,,True,True,0,0,1257,1257,chebyshev-100-25,100,25,1.00000000000000000000000000000000,eom,,0.98825930000038653133742627687752
type1diabetes,0.00202150000041000001832491861364,0.97699119999999994856665352926939,,,True,True,0,0,67,67,chebyshev-100-25,100,25,1.00000000000000000000000000000000,eom,,0.97496969999958993380317906485288
circles,0.01567169999907489993939968542236,0.00732999999999999971023179057283,,,True,True,0,0,500,500,chebyshev-200-50,200,59,1.00000000000000000000000000000000,eom,,-0.00834169999907490022916789484952
moons,0.00760330000048270015361451257263,0.01397130000000000073223649366128,,,True,True,0,0,500,500,chebyshev-200-50,200,59,1.00000000000000000000000000000000,eom,,0.00636799999951730057862198108865
varied,0.01434100000187749947289095331371,0.01370760000000000033981706337727,,,True,True,0,0,500,500,chebyshev-200-50,200,59,1.00000000000000000000000000000000,eom,,-0.00063340000187749913307388993644
aniso,0.01243830000021260012710300202343,4.60041529999999987410319590708241,,,True,True,0,0,500,500,chebyshev-200-50,200,59,1.00000000000000000000000000000000,eom,,4.58797699999978725315941119333729
blobs,0.01545189999887949978962797814575,0.00903960000000000006570299859732,,,True,True,0,0,500,500,chebyshev-200-50,200,59,1.00000000000000000000000000000000,eom,,-0.00641229999887949972392497954843
no_structure,0.01732460000130230104442574656787,0.00702739999999999961910468471160,,,True,True,0,0,500,500,chebyshev-200-50,200,59,1.00000000000000000000000000000000,eom,,-0.01029720000130230142532106185627
heartfailure,0.02235149999978600088290647818212,1.30160389999999992483026289846748,,,True,True,0,0,425,425,chebyshev-200-50,200,59,1.00000000000000000000000000000000,eom,,1.27925240000021389619178080465645
cardiacarrest,0.02041380000082420112517134214158,0.88787419999999994679740211722674,,,True,True,0,0,422,422,chebyshev-200-50,200,59,1.00000000000000000000000000000000,eom,,0.86746039999917579077504115048214
neuroblastoma,0.00729639999917700010634291629685,0.89779520000000001545004124636762,,,True,True,0,0,169,169,chebyshev-200-50,200,59,1.00000000000000000000000000000000,eom,,0.89049880000082304309927394569968
sepsis,0.12553459999980978722966540317429,1.42734650000000007352696229645517,,,True,True,0,0,1257,1257,chebyshev-200-50,200,59,1.00000000000000000000000000000000,eom,,1.30181190000019020303057004639413
type1diabetes,0.00285599999915570014127896847356,0.95735979999999998302229187174817,,,True,True,0,0,67,67,chebyshev-200-50,200,59,1.00000000000000000000000000000000,eom,,0.95450380000084433795848326553823
